,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
874,51,5.8,2.3,0.8,1.9,44.7,0.3,0.8,37.0,0.4,0.7,59.6,0.2,0.7,1.0,0.4,0.2,0.0,0.3,0
875,24,8.5,3.9,1.4,3.6,41.8,0.2,0.7,29.3,0.8,1.7,59.0,0.4,0.5,0.9,0.9,0.5,0.2,0.5,1
876,74,16.0,9.7,2.9,6.9,41.7,0.9,2.4,38.7,2.8,3.0,94.7,1.0,1.8,2.9,0.8,0.3,0.2,1.1,1
877,49,16.1,5.6,1.7,4.2,41.4,0.3,0.6,5.0,1.9,3.1,53.6,1.7,3.3,5.4,1.0,0.2,0.2,1.2,1
878,48,16.6,6.9,2.7,6.6,41.3,0.9,2.4,45.0,0.6,0.7,88.9,0.6,2.0,2.5,1.6,0.4,0.2,1.1,1
879,46,12.7,4.6,1.6,3.8,38.9,0.0,0.0,19.3,1.8,2.1,85.1,0.9,2.0,2.9,1.4,0.7,0.2,1.4,1
880,67,38.9,14.3,6.0,14.8,37.9,1.0,2.8,48.7,1.2,1.6,75.9,0.9,2.3,3.2,8.0,1.5,0.2,3.3,1
881,45,8.9,2.9,1.3,3.2,41.5,0.0,0.1,9.5,0.2,0.3,70.6,0.6,0.9,1.5,0.8,0.4,0.0,0.7,1
882,81,38.3,13.8,4.7,10.5,47.6,0.8,2.2,27.2,3.1,3.7,86.4,1.7,4.6,6.5,1.6,1.1,0.4,1.5,1
883,59,28.9,6.6,2.3,5.0,49.7,0.4,1.3,4.4,1.2,1.7,67.8,1.0,3.8,4.9,2.2,0.8,1.2,0.9,1
884,53,13.1,4.1,1.4,3.2,44.0,0.2,0.7,12.0,1.4,2.0,70.1,0.6,1.3,1.9,1.7,0.6,0.1,1.2,1
885,71,17.0,8.7,3.4,7.0,48.1,0.0,0.0,1.5,2.8,3.4,86.4,1.6,2.3,3.6,1.5,0.3,0.1,1.4,1
886,82,23.3,12.7,4.7,11.1,41.9,0.8,1.8,67.6,1.7,2.3,75.1,0.4,1.4,1.7,3.7,0.7,0.0,1.5,1
887,59,16.1,5.3,2.2,6.0,37.4,0.5,1.5,15.6,0.6,0.8,76.3,0.4,1.0,1.3,1.0,0.5,0.1,1.0,1
888,68,17.2,6.0,2.6,4.8,53.4,0.0,0.1,0.0,0.9,1.6,56.3,0.9,1.9,2.9,1.2,0.3,0.3,1.4,1
889,51,6.0,1.9,0.8,2.0,40.2,0.3,0.6,14.1,0.3,0.6,58.6,0.6,0.9,1.4,0.1,0.1,0.2,0.4,1
890,71,22.9,6.7,2.6,5.2,48.3,0.0,0.0,0.0,1.6,2.7,56.5,1.6,3.2,5.0,0.9,0.3,0.4,1.4,1
891,66,8.3,3.1,1.2,2.8,41.6,0.0,0.0,6.0,0.7,1.2,59.7,0.2,0.7,0.9,1.1,0.3,0.1,1.0,1
892,53,15.8,5.7,2.4,5.6,44.1,0.0,0.4,4.8,0.8,1.7,49.1,1.8,2.0,3.8,1.1,0.7,0.4,0.8,1
893,50,16.6,5.8,2.0,5.0,40.3,0.8,2.2,33.6,0.9,1.4,69.9,0.4,1.0,1.5,1.9,0.5,0.0,1.1,1
894,85,24.5,9.6,3.5,7.6,45.6,0.7,1.7,37.3,1.7,2.4,80.7,0.9,2.4,3.4,3.4,0.8,0.1,1.4,1
895,83,10.6,4.8,1.7,3.3,50.6,0.3,0.5,13.4,0.9,1.0,102.2,0.8,0.6,1.3,0.7,0.3,0.0,0.4,1
896,39,17.1,5.3,2.0,6.3,33.5,0.9,2.4,53.7,0.7,0.8,79.4,0.4,1.9,2.0,1.4,0.4,0.0,0.9,1
897,24,11.8,4.0,1.5,4.0,37.7,0.5,1.5,12.6,0.6,0.9,71.0,0.6,1.1,1.6,0.7,0.3,0.0,0.9,0
898,57,16.6,3.3,1.1,3.1,36.2,0.5,1.5,21.5,0.6,0.9,74.2,0.5,2.3,3.0,0.7,0.1,0.1,0.9,1
899,75,15.4,3.7,1.4,3.6,38.6,0.4,1.4,23.0,0.7,0.9,69.9,0.4,1.8,2.2,1.1,0.4,0.1,0.8,1
900,59,13.5,4.4,1.9,4.2,43.2,0.0,0.0,29.5,1.1,1.4,78.2,0.9,0.7,1.5,2.0,0.6,0.0,1.3,1
901,24,5.4,1.0,0.4,1.2,29.3,0.0,0.0,15.7,0.2,0.4,65.7,0.2,0.5,0.8,1.1,0.1,0.0,0.5,0
902,49,14.9,3.9,1.3,2.9,46.2,0.0,0.3,0.0,1.4,2.3,58.9,0.8,1.7,2.5,0.6,0.4,0.2,0.5,1
903,79,16.6,4.5,1.8,3.9,47.4,0.0,0.0,13.7,0.9,1.3,82.4,1.3,2.3,3.4,1.2,0.5,0.2,0.8,1
904,72,21.1,8.8,3.2,7.5,42.9,0.3,0.7,22.1,1.7,2.5,71.2,0.9,1.9,3.2,1.7,0.5,0.4,1.3,1
905,46,15.4,3.5,1.2,3.8,34.6,0.2,0.7,29.7,0.6,0.7,87.5,0.1,0.8,0.9,2.5,0.8,0.0,0.9,0
906,62,8.4,3.9,1.5,3.2,44.2,0.0,0.0,20.5,1.1,1.4,77.7,0.7,0.6,1.3,1.6,0.7,0.0,0.5,1
907,62,21.1,12.0,4.8,7.9,59.4,0.0,0.0,2.4,2.7,4.4,55.2,3.0,2.8,6.0,1.4,0.7,0.3,1.7,1
908,64,12.5,5.1,2.1,4.0,54.0,0.1,0.1,8.5,0.8,1.3,66.0,1.5,1.8,3.2,0.9,0.3,0.6,0.7,1
909,77,30.4,7.8,3.0,9.2,31.6,0.6,2.0,46.8,1.2,1.5,75.0,0.7,3.4,3.8,1.9,0.8,0.4,1.3,1
910,63,22.3,11.7,4.7,9.8,46.5,0.4,1.2,31.0,2.4,3.3,71.4,1.7,2.9,4.5,2.0,1.1,0.2,1.7,1
911,79,10.2,3.4,1.4,2.8,48.9,0.2,0.4,16.7,0.6,1.1,56.8,1.0,1.0,2.0,0.6,0.8,0.1,0.9,0
912,49,13.1,3.8,1.2,3.1,42.1,0.2,0.9,13.7,1.2,1.8,66.8,0.9,0.7,1.6,0.3,0.4,0.2,0.5,1
913,35,10.6,3.8,1.4,2.9,45.5,0.0,0.2,23.9,1.0,1.6,68.4,1.5,2.0,3.4,0.1,0.2,0.6,0.3,0
914,75,27.0,12.1,4.5,10.7,40.4,0.7,1.9,36.8,2.3,2.7,88.6,0.5,1.5,2.2,5.2,1.4,0.0,2.2,1
915,54,9.8,3.4,1.3,2.8,48.9,0.1,0.1,17.1,0.7,1.3,54.6,0.7,1.0,1.9,0.5,0.2,0.2,0.8,1
916,80,23.0,14.0,5.2,11.1,47.4,0.5,1.3,8.0,3.0,4.3,70.6,1.5,3.5,5.0,1.5,0.5,1.0,2.1,1
917,59,9.8,5.1,2.1,5.7,35.2,0.0,0.1,37.8,0.8,1.2,71.2,0.3,1.1,1.4,1.6,0.3,0.1,1.1,1
918,67,23.5,11.9,4.4,11.4,37.0,0.3,1.1,35.2,2.1,3.4,59.7,1.2,4.1,5.3,0.5,0.3,0.4,1.4,1
919,81,31.6,9.6,3.5,7.2,48.0,0.7,1.7,37.7,1.7,2.1,74.0,1.4,4.6,5.7,1.6,0.9,0.5,0.9,1
920,55,16.5,3.7,1.2,4.5,27.0,1.1,2.8,49.2,0.4,0.3,102.6,0.2,1.1,1.4,1.7,0.5,0.0,0.7,1
921,72,26.3,9.9,4.3,7.8,53.9,0.4,1.1,18.4,1.2,1.7,71.5,1.5,4.1,6.2,1.0,0.3,0.2,1.8,1
922,75,25.3,12.6,4.3,10.1,42.4,0.4,1.5,27.8,3.5,4.3,88.5,0.6,1.8,2.5,3.1,0.9,0.2,1.5,0
923,71,28.5,9.5,4.2,8.3,51.2,0.0,0.0,2.6,2.0,2.9,66.6,4.2,5.3,10.2,0.5,0.9,0.7,0.8,1
924,76,31.6,11.2,4.1,7.4,56.3,0.6,1.2,29.2,1.8,2.7,71.8,1.1,3.1,4.5,3.3,1.1,0.2,1.3,1
925,82,33.1,10.5,3.8,7.3,52.8,0.6,1.7,0.0,2.4,3.4,63.9,2.0,5.2,7.0,1.1,1.0,0.8,1.8,1
926,53,9.2,4.2,1.7,3.9,42.7,0.3,1.1,0.0,0.6,1.0,59.2,0.7,1.3,2.1,0.4,0.2,0.3,0.9,0
927,61,32.6,17.9,7.6,14.4,55.4,0.4,1.0,11.9,2.6,3.8,71.6,2.3,2.9,5.3,3.4,1.2,0.6,3.0,1
928,67,13.9,4.4,1.8,3.4,49.0,0.0,0.0,15.9,1.1,1.7,54.4,1.2,1.6,2.5,2.0,0.8,0.0,1.0,1
929,81,11.2,2.5,1.1,2.4,46.6,0.0,0.0,22.1,0.5,0.7,77.7,0.8,0.8,1.4,0.7,0.3,0.2,0.6,1
930,73,33.6,10.5,4.1,8.5,48.9,0.2,0.5,27.6,1.5,2.4,69.4,3.1,6.2,9.3,0.3,0.9,1.5,1.1,1
931,83,21.1,10.2,3.9,9.4,39.2,0.5,1.7,27.6,1.6,2.0,86.6,1.2,2.7,4.0,1.0,0.8,0.5,0.9,1
932,102,25.0,13.4,5.7,11.4,52.0,0.4,1.3,26.3,1.6,2.4,76.4,2.0,3.8,5.8,1.9,1.0,0.3,0.9,1
933,52,29.1,11.0,4.6,11.8,37.3,0.6,2.1,20.8,1.1,1.6,68.7,1.5,3.5,5.2,1.5,0.9,0.1,1.2,1
934,66,20.0,8.1,3.1,6.5,48.4,0.0,0.0,9.7,1.8,2.7,70.0,1.0,2.9,3.8,2.6,0.4,0.1,2.1,1
935,64,19.5,7.2,2.7,5.4,51.6,0.4,1.3,4.8,1.2,1.6,75.6,2.4,3.8,6.4,0.4,1.0,0.4,0.9,1
936,57,16.2,7.4,2.6,4.7,54.0,0.1,0.1,7.9,2.5,3.9,55.8,1.5,2.1,3.4,0.8,0.6,0.1,0.9,0
937,57,11.0,2.9,1.1,2.7,42.3,0.2,0.9,23.9,0.4,0.5,78.8,0.4,1.0,1.5,0.4,0.2,0.3,0.3,0
938,64,33.4,16.5,6.9,13.7,52.1,0.3,0.9,34.4,2.5,3.1,77.6,2.2,4.2,6.6,3.4,1.7,0.4,2.2,1
939,49,8.8,3.3,1.1,3.2,34.6,0.7,1.9,46.5,0.5,0.8,65.8,0.3,0.5,0.9,0.9,0.3,0.0,0.5,1
940,59,12.4,3.6,1.5,4.1,35.1,0.0,0.0,13.1,0.6,1.0,70.1,1.4,1.7,3.0,0.8,0.3,0.2,0.7,1
941,84,35.9,13.8,5.5,10.5,54.4,0.1,0.1,0.0,2.9,4.1,61.0,3.5,6.3,10.3,1.6,1.1,1.2,1.9,1
942,59,19.9,5.8,2.2,4.0,53.0,0.0,0.0,0.0,1.7,2.8,54.7,2.1,4.6,6.7,0.8,0.6,0.3,1.3,1
943,67,19.5,4.5,1.9,4.5,41.5,0.2,0.9,20.5,0.6,0.7,83.4,0.6,2.0,2.7,2.3,1.0,0.2,1.4,1
944,60,13.8,3.3,1.2,3.2,39.9,0.6,2.0,30.6,0.6,0.7,76.9,0.6,1.2,1.7,1.0,0.2,0.3,0.4,1
945,73,17.5,4.1,1.8,5.3,33.1,0.1,0.3,33.8,0.5,0.5,90.2,0.2,1.1,1.2,4.3,0.7,0.0,1.4,1
946,60,34.2,13.1,5.0,12.3,39.4,0.6,1.7,44.6,2.3,3.3,65.9,1.1,3.0,4.4,5.0,1.2,0.1,2.7,1
947,56,15.1,3.6,1.3,3.0,42.9,0.2,0.4,3.4,0.9,1.4,69.8,0.9,1.4,2.4,0.2,0.2,0.2,0.5,1
948,84,23.6,13.4,6.5,12.3,53.6,0.1,0.5,37.7,1.1,2.0,53.1,1.7,3.7,5.3,1.0,0.6,1.1,1.3,1
949,67,13.7,5.4,2.0,5.2,41.1,0.3,1.1,24.7,1.3,1.5,72.7,1.0,2.0,2.8,1.8,0.6,0.3,1.0,1
950,49,12.4,4.4,1.6,4.2,41.5,0.6,1.6,21.6,0.9,1.4,59.4,0.4,1.2,1.6,1.1,0.6,0.4,0.5,1
951,67,17.6,10.9,4.0,8.4,47.4,1.0,2.8,23.7,1.7,2.4,70.4,0.6,1.4,2.0,1.9,0.6,0.2,1.3,1
952,51,8.3,2.2,0.9,2.2,39.1,0.0,0.1,34.7,0.3,0.4,65.6,0.2,0.7,0.9,0.8,0.3,0.1,0.5,1
953,75,13.9,6.4,2.4,5.7,41.5,0.2,0.9,33.6,1.4,1.7,88.3,0.3,0.6,0.8,2.8,0.3,0.1,2.2,1
954,59,16.8,7.8,2.8,5.0,54.0,0.4,1.1,25.3,1.9,2.6,68.9,0.9,2.6,3.6,0.9,0.6,0.3,0.9,0
955,60,17.9,6.9,3.1,6.4,49.0,0.0,0.0,11.2,1.2,1.9,65.2,2.1,4.1,6.3,0.6,0.3,0.9,1.5,0
956,79,17.1,7.1,2.6,6.0,44.2,0.4,1.0,25.4,1.6,2.5,62.0,0.3,1.5,1.6,2.9,1.0,0.2,1.7,1
957,60,15.4,2.7,1.0,2.5,43.1,0.1,0.6,19.9,0.5,0.8,58.7,0.3,1.5,1.7,2.3,1.1,0.3,0.7,0
958,74,15.0,5.7,2.1,4.9,43.4,0.4,1.3,24.8,1.2,1.6,74.6,1.0,1.0,1.8,1.6,0.6,0.2,1.0,1
959,63,22.9,10.1,4.2,8.4,50.8,0.0,0.4,5.3,2.0,2.8,77.3,1.3,2.1,3.3,1.7,1.2,0.5,1.1,1
960,70,15.1,4.9,1.9,4.0,45.9,0.3,0.7,0.0,0.9,1.4,67.8,1.1,1.8,2.8,1.2,0.5,0.2,0.8,1
961,81,25.6,12.8,5.4,11.8,45.9,0.4,1.4,22.2,1.7,2.4,67.0,0.5,1.9,2.5,2.2,0.7,0.2,1.6,1
962,43,15.7,5.6,2.1,5.0,43.3,0.8,2.3,15.4,0.8,1.2,58.8,0.7,1.8,2.3,0.7,0.7,0.0,0.9,1
963,70,12.6,4.9,1.9,4.3,44.2,0.1,0.3,17.1,1.1,1.5,71.3,0.9,2.1,3.1,0.4,0.5,0.1,0.8,0
964,73,22.8,9.2,3.5,6.5,54.1,0.5,1.6,0.0,1.5,2.0,70.1,1.3,4.1,5.7,0.5,0.5,1.0,1.2,1
965,45,21.7,5.3,2.2,4.0,52.2,0.8,2.1,47.8,0.6,1.0,54.5,1.2,2.9,4.1,1.0,0.7,0.3,0.9,1
966,57,11.0,4.3,1.6,4.2,39.3,0.4,1.1,36.7,0.9,1.5,66.6,0.4,1.1,1.6,0.7,0.4,0.0,0.9,1
967,44,15.0,5.0,2.2,4.9,45.8,0.3,0.9,5.5,0.5,0.8,66.9,1.0,1.5,2.6,0.8,0.6,0.2,0.9,1
968,80,28.8,13.1,4.4,9.6,47.0,0.8,2.2,34.4,2.9,3.8,81.4,1.0,3.5,4.3,1.4,1.0,0.2,1.5,1
969,67,22.9,9.8,3.6,7.3,51.7,0.0,0.0,11.5,2.5,4.1,61.5,3.2,3.7,6.9,0.8,0.5,0.9,1.5,1
970,36,15.3,5.2,1.8,4.9,39.0,1.1,3.0,38.1,0.6,0.7,75.2,0.2,1.2,1.3,0.7,0.2,0.2,0.5,1
971,47,25.7,10.7,4.0,9.9,38.9,1.1,3.3,40.6,1.6,1.6,95.7,0.3,1.2,1.3,3.6,1.4,0.1,1.3,1
972,90,17.6,8.2,3.0,7.6,40.6,0.6,1.8,44.8,1.4,2.1,75.8,0.4,1.3,1.9,2.2,0.8,0.1,1.9,1
973,94,24.4,13.4,5.0,10.5,46.2,0.1,0.1,37.7,3.1,4.1,78.8,0.9,2.2,2.8,2.8,1.2,0.2,3.2,1
974,91,30.4,15.0,5.5,12.3,44.8,0.2,0.7,53.8,3.7,4.8,84.4,2.7,5.3,8.4,2.7,1.3,0.7,3.1,1
975,49,7.5,2.1,0.7,2.1,31.9,0.1,0.6,26.9,0.8,1.0,67.6,0.6,1.3,1.9,0.5,0.1,0.2,0.6,1
976,66,15.4,4.5,1.7,3.4,49.9,0.1,0.5,18.5,1.1,1.4,76.5,0.7,1.4,1.9,1.1,0.7,0.2,0.9,1
977,71,32.3,12.3,4.8,10.6,47.0,0.0,0.0,3.1,3.0,4.8,60.4,3.6,6.9,11.1,1.3,1.5,5.3,2.1,1
978,65,30.0,9.8,3.6,7.8,43.9,0.5,1.6,6.8,1.9,3.0,63.9,1.7,2.6,4.4,2.1,1.3,0.3,1.2,1
979,83,22.9,10.7,3.5,9.1,38.4,0.7,1.7,55.3,3.0,3.6,80.2,0.6,2.7,3.3,1.2,0.5,0.5,2.0,1
980,80,30.2,9.0,3.3,7.4,43.1,0.5,1.2,28.0,1.8,2.5,74.3,1.2,3.6,4.9,4.7,1.2,0.4,2.7,1
981,59,19.5,12.8,5.2,12.3,40.4,0.3,0.9,0.0,2.6,3.6,73.8,1.4,1.8,3.1,0.6,0.5,0.1,1.9,0
982,101,54.2,22.6,7.9,17.8,43.5,1.2,3.1,47.8,4.5,5.0,101.7,1.3,3.3,4.9,7.1,2.4,0.1,2.7,1
983,66,18.6,7.6,2.8,5.3,54.3,0.4,0.7,9.4,2.0,3.0,65.8,2.3,3.6,5.6,0.7,0.3,0.8,1.1,1
984,69,19.4,5.1,2.1,3.4,55.5,0.0,0.0,10.1,0.8,1.1,70.8,2.5,3.1,5.3,1.2,0.7,0.7,1.2,1
985,65,8.2,3.6,1.4,3.2,41.5,0.0,0.1,8.4,1.0,1.3,71.4,0.7,0.9,1.6,0.4,0.2,0.1,0.5,1
986,70,14.7,5.1,1.9,4.0,49.0,0.3,1.0,7.1,1.0,1.2,80.3,0.2,1.2,1.3,2.0,0.6,0.0,1.1,1
987,42,16.6,6.7,2.6,8.7,27.6,0.4,1.4,20.9,1.3,1.9,67.1,0.5,1.5,1.8,3.3,0.9,0.3,2.4,0
988,43,7.3,3.0,1.2,3.1,38.9,0.5,1.5,53.2,0.4,0.5,76.6,0.1,0.3,0.5,1.7,0.3,0.0,0.4,0
989,77,37.6,16.1,6.6,13.5,49.8,0.4,1.4,16.8,2.3,3.0,77.3,2.6,5.8,8.8,1.5,0.9,0.4,2.1,1
990,83,31.9,20.6,8.2,16.8,52.1,0.6,2.0,31.0,3.2,4.7,71.1,1.5,4.0,5.3,4.0,1.1,0.4,3.0,1
991,43,7.3,1.7,0.6,1.6,40.7,0.0,0.1,35.7,0.3,0.3,74.7,0.8,1.4,2.3,0.0,0.1,0.1,0.1,1
992,53,12.2,4.2,1.3,3.6,38.5,0.8,2.5,53.3,0.9,1.3,72.8,0.1,0.5,0.7,0.8,0.3,0.0,0.6,1
993,69,17.4,6.2,2.4,5.0,48.5,0.1,0.1,0.0,1.6,2.3,67.4,2.4,4.6,7.0,0.9,0.4,0.5,1.9,1
994,28,12.6,3.3,1.3,3.5,36.5,0.1,0.2,24.9,0.4,0.8,61.4,1.1,3.9,5.2,0.3,0.2,0.5,0.7,1
995,55,11.6,4.2,1.8,4.3,42.1,0.2,0.9,7.1,0.6,0.8,76.2,0.4,1.1,1.7,0.7,0.3,0.3,1.3,1
996,59,13.5,6.3,2.4,6.0,39.0,0.0,0.0,25.2,1.3,1.7,70.1,1.0,0.8,1.6,2.1,1.0,0.0,1.4,1
997,43,9.1,3.5,1.3,3.4,41.2,0.0,0.0,13.3,0.8,1.1,75.4,0.7,1.3,2.0,0.6,0.4,0.0,0.3,1
998,66,19.5,6.4,2.3,5.0,46.1,0.0,0.0,22.4,1.6,2.2,71.6,0.6,1.8,2.5,1.1,0.7,0.3,0.9,1
999,75,22.4,7.9,3.5,7.1,48.8,0.1,0.3,8.6,0.8,1.1,71.0,0.7,1.5,2.3,3.1,1.3,0.2,1.7,1
1000,72,16.5,10.5,4.6,9.0,51.9,0.0,0.1,0.0,1.6,2.1,77.4,1.8,2.9,4.8,0.4,0.4,0.6,1.0,1
1001,81,17.7,6.1,2.1,4.8,42.6,0.8,2.0,28.0,1.6,2.1,70.8,0.4,0.8,1.1,3.7,1.1,0.0,1.3,1
1002,69,27.5,13.5,5.2,12.6,40.4,0.0,0.0,14.4,3.1,4.1,84.4,2.2,3.2,5.4,3.3,1.2,0.3,1.9,1
1003,74,23.7,9.2,4.3,9.0,47.5,0.2,0.9,0.0,1.0,1.5,65.4,0.8,2.2,2.8,1.6,1.0,0.3,1.0,1
1004,52,7.2,3.0,1.1,3.0,34.8,0.5,1.3,14.9,0.5,0.8,59.7,0.6,1.3,1.9,0.3,0.1,0.3,0.5,1
1005,28,8.0,1.4,0.5,1.6,33.9,0.0,0.1,6.8,0.2,0.3,57.3,0.5,0.6,1.1,0.4,0.4,0.2,0.5,1
1006,72,27.6,5.2,1.7,5.5,30.3,0.9,2.7,30.6,1.2,1.5,83.8,0.3,1.9,2.1,4.1,0.8,0.2,1.3,1
1007,59,14.1,9.0,3.4,7.6,45.6,0.1,0.2,26.4,1.7,2.4,71.8,0.5,0.9,1.4,2.0,0.6,0.0,1.0,1
1008,47,12.0,4.6,1.7,3.1,54.8,0.3,0.4,17.2,0.9,1.2,75.9,0.4,0.7,1.2,1.0,0.3,0.0,0.9,1
1009,75,28.5,11.4,4.7,9.0,54.8,0.2,0.3,7.4,1.8,2.6,75.2,1.6,4.0,5.2,2.1,1.2,0.6,1.4,1
1010,62,14.7,6.2,2.7,4.8,53.7,0.0,0.0,11.6,1.2,1.8,69.3,0.7,1.0,1.7,1.6,0.5,0.2,1.5,1
1011,61,36.8,12.8,5.0,10.3,49.2,1.0,2.4,14.0,1.5,2.1,70.6,1.7,4.2,6.5,1.8,1.1,0.4,1.0,1
1012,45,4.3,1.0,0.4,1.1,35.2,0.0,0.0,18.3,0.0,0.0,78.6,0.1,0.3,0.4,0.2,0.1,0.0,0.1,1
1013,36,16.2,7.1,2.5,6.3,40.6,0.8,2.5,43.1,1.1,1.6,75.0,0.4,1.5,1.9,1.3,0.9,0.0,0.7,1
1014,47,14.1,4.3,1.8,3.8,44.4,0.5,1.2,24.4,0.6,0.9,73.7,1.0,1.1,2.1,0.6,0.5,0.2,0.6,1
1015,75,31.5,13.3,4.6,10.0,44.1,0.2,0.5,25.0,4.5,5.4,82.0,1.1,4.3,5.3,2.2,0.8,0.3,2.1,1
1016,73,32.4,10.4,4.2,10.8,37.8,0.6,2.1,29.0,1.4,1.8,76.2,0.7,2.6,3.5,6.1,1.2,0.1,2.1,1
1017,68,20.3,7.5,2.9,6.0,51.3,0.0,0.0,14.2,1.4,2.2,68.8,1.9,3.6,5.9,1.5,1.1,0.3,0.9,1
1018,85,15.2,5.9,2.1,4.7,45.7,0.8,2.3,38.2,1.1,2.1,57.4,1.0,1.8,2.9,0.5,0.4,0.2,0.9,1
1019,54,12.2,5.7,2.2,4.0,53.4,0.3,0.7,0.0,1.5,2.1,66.2,1.5,1.2,2.8,0.4,0.3,0.0,1.3,1
1020,70,16.3,6.3,2.2,4.6,49.3,0.6,1.5,50.6,1.3,1.5,89.7,1.0,1.4,2.4,0.9,0.2,0.0,0.8,1
1021,76,25.7,9.8,4.2,9.7,43.8,0.1,0.4,30.6,1.2,1.7,77.3,1.2,2.3,3.8,2.4,0.5,0.2,1.6,1
1022,45,5.3,1.0,0.4,1.2,35.8,0.0,0.0,5.9,0.0,0.1,67.3,0.2,0.3,0.6,0.4,0.3,0.0,0.2,0
1023,70,15.4,3.8,1.4,3.1,46.8,0.0,0.1,0.0,1.0,1.6,68.7,2.0,2.5,4.6,0.8,0.7,0.3,0.5,1
1024,40,27.1,10.6,4.7,11.6,39.4,0.5,1.7,42.4,1.4,2.2,72.2,1.5,2.3,4.3,2.6,1.2,0.2,1.5,1
1025,59,9.0,2.9,1.2,2.4,48.5,0.3,0.6,0.6,0.5,0.7,62.0,1.5,1.2,2.3,0.2,0.2,0.2,0.5,1
1026,42,12.4,4.4,1.5,4.2,36.6,0.4,1.2,39.3,1.0,1.3,71.7,1.3,2.8,4.4,0.9,0.5,0.5,0.6,1
1027,55,7.4,1.7,0.6,1.3,46.0,0.0,0.0,7.0,0.6,0.9,69.3,0.8,1.5,2.4,0.1,0.3,0.5,0.4,1
1028,39,8.7,2.5,1.0,2.6,38.6,0.2,0.6,19.9,0.3,0.5,70.9,0.4,0.9,1.4,0.2,0.2,0.0,0.5,0
1029,57,9.7,3.0,1.1,2.8,38.1,0.0,0.0,6.4,0.8,0.8,83.8,0.5,0.6,1.0,1.1,0.6,0.0,0.7,0
1030,62,15.9,9.4,3.9,7.8,50.3,0.1,0.3,17.5,1.7,2.4,70.1,0.5,0.7,1.2,2.2,0.8,0.1,1.9,0
1031,60,13.7,4.2,1.5,3.6,42.1,0.2,0.9,28.1,1.3,2.1,65.1,0.5,1.0,1.5,1.3,0.5,0.2,0.9,0
1032,56,12.9,4.3,1.6,4.0,40.2,0.6,1.7,34.2,0.7,0.9,76.0,0.1,1.1,1.1,2.2,0.7,0.1,1.0,1
1033,72,24.7,12.9,4.9,10.2,48.5,0.5,1.3,25.2,2.3,2.9,75.2,0.5,1.4,2.1,2.7,0.7,0.2,2.1,1
1034,76,29.8,12.5,4.2,8.5,52.5,0.7,1.7,36.0,2.8,3.4,76.1,1.9,2.9,4.5,1.8,1.4,0.8,1.5,1
1035,80,20.0,5.2,2.1,4.3,46.4,0.0,0.0,7.2,1.1,1.9,61.3,2.1,2.9,4.9,1.5,0.7,0.5,1.2,1
1036,75,27.1,13.9,4.9,12.0,41.3,0.6,2.0,21.4,2.8,3.4,75.3,0.9,2.0,2.9,1.6,0.6,0.3,1.4,0
1037,64,12.7,3.6,1.4,2.9,47.2,0.0,0.0,2.7,0.7,1.3,60.5,1.0,2.1,3.3,1.0,0.3,0.1,0.9,1
1038,65,11.0,3.1,1.2,3.0,41.9,0.3,0.9,20.6,0.4,1.0,51.5,0.3,1.3,1.7,0.4,0.1,0.3,1.0,0
1039,63,9.4,4.2,1.5,3.5,40.0,0.4,1.0,40.7,1.0,1.7,58.7,0.3,0.5,0.9,2.3,1.0,0.0,0.8,1
1040,61,10.3,4.1,1.8,3.5,50.8,0.3,0.8,46.5,0.4,0.8,59.2,0.9,1.2,1.9,0.6,0.4,0.4,0.5,1
1041,72,11.2,3.3,1.3,3.1,44.6,0.0,0.0,20.0,0.5,0.8,74.2,0.5,0.9,1.5,1.6,0.5,0.1,1.0,1
1042,74,13.7,5.2,1.8,4.5,42.6,0.8,2.1,30.3,0.7,0.9,77.3,0.5,0.9,1.5,0.8,0.7,0.0,0.8,1
1043,77,28.4,12.3,5.2,8.8,61.0,0.1,0.2,0.0,2.2,3.8,60.6,3.2,5.5,8.7,1.4,1.1,0.4,2.1,1
1044,53,28.0,9.4,3.6,8.2,45.0,1.0,2.7,6.1,1.4,1.8,74.5,1.1,3.6,5.0,1.7,0.3,0.3,1.1,1
1045,34,11.2,4.1,1.4,4.8,28.7,0.7,2.4,34.5,0.7,0.9,78.4,0.2,0.5,0.7,1.3,0.5,0.0,0.8,1
1046,72,12.6,3.5,1.2,3.2,38.1,0.4,1.4,6.1,0.8,1.0,73.5,0.7,1.3,2.0,0.2,0.1,0.1,0.3,0
1047,85,21.3,8.9,3.2,7.8,39.4,0.3,1.1,11.8,1.9,2.5,77.5,1.0,2.5,3.7,3.0,0.4,0.2,1.5,1
1048,49,12.8,4.0,1.4,3.3,42.5,0.4,1.2,27.4,0.8,1.3,61.2,1.1,1.1,2.0,0.4,0.6,0.3,0.5,1
1049,60,13.6,3.3,1.3,2.9,43.9,0.4,1.1,3.0,0.5,0.6,78.0,0.2,1.1,1.3,1.1,0.3,0.1,0.7,1
1050,69,27.2,10.8,4.4,9.5,48.5,0.1,0.5,7.3,1.8,2.8,67.7,3.6,4.4,8.0,1.2,0.9,0.8,1.7,1
